Title,cast,crew,genres,final_tag,movie_id
Falling,Viggo Mortensen,Viggo Mortensen,Crime Drama Thriller,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.en",37094.0
Bliss,Owen Wilson,Mike Cahill,Science Fiction Romance Drama,"A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is just a computer simulation. Doubtful at first, Greg eventually discovers there may be some truth to Isabel’s wild conspiracy.en",613911.0
Little Fish,Olivia Cooke,Chad Hartigan,Romance Science Fiction Drama,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.en,586791.0
Son of the South,Lucas Till,Barry Alexander Brown,History Drama,"Based on a true story, Bob Zellner, grandson of a Klansman, comes of age in the Deep South and eventually joins the Civil Rights Movement.en",686548.0
PVT Chat,Julia Fox,Ben Hozie,Drama,"Jack is an internet gambler living in NYC. After the death of his roommate, he becomes fixated on Scarlet - a cam girl from San Francisco. His obsession reaches a boiling point when fantasy materializes in reality and Jack sees Scarlet on a rainy NYC Chinatown street.en",670129.0
Music,Dallas Clayton (screenplay); Kate Hudson,Sia,Music Drama,"Zu, a free spirit estranged from her family, suddenly finds herself the sole guardian of her half-sister, Music, a teenager on the autism spectrum whose whole world order has been beautifully crafted by her late grandmother. The film soon challenges whether it is Zu or Music who has a better view of the world, and that love, trust, and being able to be there for each other is everything.en",586101.0
Judas and the Black Messiah,Will Berson (screenplay); Daniel Kaluuya,Shaka King,Drama History,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.en,583406.0
The Mauritanian,Jodie Foster,Kevin Macdonald,Drama Thriller,"The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.en",644583.0
Breaking News in Yuba County,Allison Janney,Tate Taylor,Comedy Drama Crime Thriller,"An overlooked pencil-pusher catches her husband in bed with another woman, the shock of which causes him to die of a heart attack. So she buries his body and takes advantage of the growing celebrity status that comes from having a missing husband. But she quickly finds herself in over her head, dodging cops and criminals, all while trying to keep the truth from her sister, a local news anchor who’s desperate for a story.en",556867.0
Barb and Star Go to Vista Del Mar,Kristen Wiig,Josh Greenbaum,Comedy,"The story of best friends Barb and Star, who leave their small midwestern town for the first time to go on vacation in Vista Del Mar, Florida, where they soon find themselves tangled up in adventure, love, and a villain’s evil plot to kill everyone in town.en",595813.0
Minari,Steven Yeun,Lee Isaac Chung,Drama,"A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home.en",615643.0
To All the Boys: Always and Forever,Lana Condor,Michael Fimognari,Romance Comedy Drama,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.en,614409.0
The World to Come,Katherine Waterston,Mona Fastvold,Romance Drama Western,"In 1856, two women forge a close connection despite their isolation on the American frontier.en",506281.0
French Exit,Michelle Pfeiffer,Azazel Jacobs,Drama Comedy,"“My plan was to die before the money ran out,” says 60-year-old penniless Manhattan socialite Frances Price, but things didn’t go as planned. Her husband Franklin has been dead for 12 years and with his vast inheritance gone, she cashes in the last of her possessions and resolves to live out her twilight days anonymously in a borrowed apartment in Paris, accompanied by her directionless son Malcolm and a cat named Small Frank—who may or may not embody the spirit of Frances’s dead husband.en",599960.0
Land,Robin Wright,Robin Wright,Drama,"Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.en",598896.0
Willy's Wonderland,Nicolas Cage,Kevin Lewis,Action Horror Comedy,"When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.en",643586.0
The Map of Tiny Perfect Things,Kathryn Newton,Ian Samuels,Fantasy Romance,The story of two teenagers trapped in an endless time loop who set out to find all the tiny things that make that one day perfect.en,672647.0
Fear of Rain,Katherine Heigl,Castille Landon,Thriller Horror Drama,"A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life, without exposing their own tragic secrets, and the only person who believes her is Caleb – a boy she isn’t even sure exists.en",599281.0
I Care a Lot,Rosamund Pike,J Blakeson,Comedy Crime Thriller Drama,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.en,601666.0
Flora & Ulysses,Matilda Lawler,Lena Khan,Family Adventure Comedy Fantasy,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.en",621876.0
Silk Road,Jason Clarke,Tiller Russell,Crime Thriller,"Philosophical twenty-something Ross Ulbricht creates Silk Road, a dark net website that sells drugs, while DEA agent Rick Bowden goes undercover to bring him down.en",579051.0
Tom & Jerry,Chloë Grace Moretz,Tim Story,Comedy Family Animation,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.en",587807.0
The United States vs. Billie Holiday,Andra Day,Lee Daniels,Music Drama History,"Billie Holiday spent much of her career being adored by fans. In the 1940s, the government targeted Holiday in a growing effort to racialize the war on drugs, ultimately aiming to stop her from singing her controversial ballad, ""Strange Fruit.""en",566076.0
Cherry,Tom Holland,Anthony and Joe Russo,Drama Crime,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.en",544401.0
Crisis,Gary Oldman,Nicholas Jarecki,Thriller Crime Drama,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S., an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics, and a university professor battles unexpected revelations about his research employer, a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market.en",580532.0
Billie Eilish: The World's a Little Blurry,Billie Eilish,R. J. Cutler,Documentary Music,"This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life.en",654754.0
The Vigil,Dave Davis,Keith Thomas,Horror Thriller Mystery,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.en,621707.0
Moxie,Hadley Robinson,Amy Poehler,Comedy Drama Music,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.en",583689.0
Coming 2 America,Eddie Murphy,Craig Brewer,Comedy,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.en",484718.0
